7, 3588.8888888888887, 4, 0.0, 3578462208, 4156719104, 1, 0.0, 3578462208, 4156719104, 206, 274, 4, 0.07, 304156672, 439730176, 0, 0, 0, 0, 124, 132, 4, 0.07, 303480832, 439730176, 0, 0, 0, 0, 124, 133, 4, 0.08, 3466035200, 4095750144, 0, 0, 0, 0, 139, 319, 4, 0.08, 3541659648, 4095750144, 0, 0, 0, 0, 129, 172, 4, 0.0, 3505627136, 4095750144, 0, 0, 0, 0, 128, 168, 4, 0.07, 3519651840, 4095750144, 0, 0, 0, 0, 127, 170, 4, 0.08, 3559337984, 4095750144, 0, 0, 0, 0, 129, 169, 6, 0.07, 7239499776, 8240128000, 1, 0.0, 7239499776, 8240128000, 287, 518, 8, 0.1, 15458504704, 16713510912, 1, 0.0, 4278190080, 4294967296, 225, 422
14, 13472.222222222223, 4, 0.0, 3577573376, 4156719104, 1, 0.0, 3577573376, 4156719104, 206, 274, 4, 0.07, 304066560, 439730176, 0, 0, 0, 0, 124, 132, 4, 0.07, 302682112, 439730176, 0, 0, 0, 0, 123, 131, 4, 0.07, 3465678848, 4095750144, 0, 0, 0, 0, 139, 319, 4, 0.08, 3541217280, 4095750144, 0, 0, 0, 0, 129, 172, 4, 0.0, 3505012736, 4095750144, 0, 0, 0, 0, 128, 168, 4, 0.07, 3519111168, 4095750144, 0, 0, 0, 0, 127, 170, 4, 0.28, 3530952704, 4095750144, 0, 0, 0, 0, 129, 170, 6, 0.06, 7238737920, 8240128000, 1, 0.0, 7238737920, 8240128000, 287, 518, 8, 0.1, 15461113856, 16713510912, 1, 0.0, 4278190080, 4294967296, 225, 422
6, 3208.333333333333, 4, 0.0, 3577319424, 4156719104, 1, 0.0, 3577319424, 4156719104, 206, 274, 4, 0.21, 239435776, 439730176, 0, 0, 0, 0, 126, 136, 4, 0.05, 302682112, 439730176, 0, 0, 0, 0, 123, 131, 4, 0.06, 3465682944, 4095750144, 0, 0, 0, 0, 139, 319, 4, 0.07, 3540381696, 4095750144, 0, 0, 0, 0, 128, 168, 4, 0.0, 3471908864, 4095750144, 0, 0, 0, 0, 129, 170, 4, 0.05, 3520303104, 4095750144, 0, 0, 0, 0, 127, 167, 4, 0.28, 3532369920, 4095750144, 0, 0, 0, 0, 129, 170, 6, 0.05, 7238602752, 8240128000, 1, 0.0, 7238602752, 8240128000, 287, 518, 8, 0.07, 15461634048, 16713510912, 1, 0.0, 4278190080, 4294967296, 225, 422
27, 5244.444444444444, 4, 0.08, 3577323520, 4156719104, 1, 0.0, 3577323520, 4156719104, 206, 274, 4, 0.27, 239247360, 439730176, 0, 0, 0, 0, 125, 134, 4, 0.05, 277409792, 439730176, 0, 0, 0, 0, 124, 133, 4, 0.06, 3465940992, 4095750144, 0, 0, 0, 0, 139, 319, 4, 0.06, 3540389888, 4095750144, 0, 0, 0, 0, 128, 168, 4, 0.08, 3471134720, 4095750144, 0, 0, 0, 0, 129, 170, 4, 0.05, 3520307200, 4095750144, 0, 0, 0, 0, 127, 167, 4, 0.26, 3555577856, 4095750144, 0, 0, 0, 0, 128, 168, 6, 0.05, 7238479872, 8240128000, 1, 0.0, 7238479872, 8240128000, 287, 518, 8, 0.07, 15459540992, 16713510912, 1, 0.0, 4278190080, 4294967296, 225, 422
7, 3588.8888888888887, 4, 0.08, 3577323520, 4156719104, 1, 0.0, 3577323520, 4156719104, 206, 274, 4, 0.27, 238985216, 439730176, 0, 0, 0, 0, 125, 134, 4, 0.2, 228057088, 439730176, 0, 0, 0, 0, 124, 133, 4, 0.05, 3465940992, 4095750144, 0, 0, 0, 0, 139, 319, 4, 0.06, 3540389888, 4095750144, 0, 0, 0, 0, 128, 168, 4, 0.15, 3470364672, 4095750144, 0, 0, 0, 0, 129, 170, 4, 0.04, 3520307200, 4095750144, 0, 0, 0, 0, 127, 167, 4, 0.26, 3555577856, 4095750144, 0, 0, 0, 0, 128, 168, 6, 0.04, 7237083136, 8240128000, 1, 0.0, 7237083136, 8240128000, 287, 518, 8, 0.07, 15457468416, 16713510912, 1, 0.0, 4278190080, 4294967296, 225, 422
24, 4111.111111111111, 4, 0.07, 3558916096, 4156719104, 1, 0.0, 3558916096, 4156719104, 207, 276, 4, 0.33, 238477312, 439730176, 0, 0, 0, 0, 125, 134, 4, 0.13, 228065280, 439730176, 0, 0, 0, 0, 124, 133, 4, 0.05, 3465940992, 4095750144, 0, 0, 0, 0, 139, 319, 4, 0.05, 3540131840, 4095750144, 0, 0, 0, 0, 128, 168, 4, 0.22, 3469332480, 4095750144, 0, 0, 0, 0, 129, 170, 4, 0.04, 3520307200, 4095750144, 0, 0, 0, 0, 127, 167, 4, 0.24, 3555577856, 4095750144, 0, 0, 0, 0, 128, 168, 6, 0.04, 7237083136, 8240128000, 1, 0.0, 7237083136, 8240128000, 287, 518, 8, 0.06, 15462862848, 16713510912, 1, 0.0, 4278190080, 4294967296, 225, 422
25, 4488.888888888889, 4, 0.06, 3542036480, 4156719104, 1, 0.0, 3542036480, 4156719104, 206, 274, 4, 0.38, 238096384, 439730176, 0, 0, 0, 0, 125, 134, 4, 0.2, 245170176, 439730176, 0, 0, 0, 0, 123, 131, 4, 0.04, 3465936896, 4095750144, 0, 0, 0, 0, 140, 320, 4, 0.05, 3540131840, 4095750144, 0, 0, 0, 0, 128, 168, 4, 0.28, 3468042240, 4095750144, 0, 0, 0, 0, 129, 170, 4, 0.04, 3520565248, 4095750144, 0, 0, 0, 0, 127, 167, 4, 0.22, 3555319808, 4095750144, 0, 0, 0, 0, 128, 168, 6, 0.12, 7213060096, 8240128000, 1, 0.0, 7213060096, 8240128000, 288, 520, 8, 0.06, 15458775040, 16713510912, 1, 0.0, 4278190080, 4294967296, 225, 422
28, 5622.222222222223, 4, 0.22, 3542085632, 4156719104, 1, 0.0, 3542085632, 4156719104, 206, 274, 4, 0.48, 237346816, 439730176, 0, 0, 0, 0, 125, 134, 4, 0.17, 245170176, 439730176, 0, 0, 0, 0, 123, 131, 4, 0.04, 3465936896, 4095750144, 0, 0, 0, 0, 140, 320, 4, 0.04, 3540389888, 4095750144, 0, 0, 0, 0, 128, 168, 4, 0.34, 3466756096, 4095750144, 0, 0, 0, 0, 129, 170, 4, 0.03, 3520307200, 4095750144, 0, 0, 0, 0, 127, 167, 4, 0.26, 3538145280, 4095750144, 0, 0, 0, 0, 129, 170, 6, 0.18, 7153745920, 8240128000, 1, 0.0, 7153745920, 8240128000, 288, 520, 8, 0.05, 15456268288, 16713510912, 1, 0.0, 4278190080, 4294967296, 225, 422
13, 12166.666666666668, 4, 0.22, 3542085632, 4156719104, 1, 0.0, 3542085632, 4156719104, 206, 274, 4, 0.43, 237727744, 439730176, 0, 0, 0, 0, 125, 134, 4, 0.18, 245170176, 439730176, 0, 0, 0, 0, 123, 131, 4, 0.04, 3465936896, 4095750144, 0, 0, 0, 0, 140, 320, 4, 0.05, 3540131840, 4095750144, 0, 0, 0, 0, 128, 168, 4, 0.34, 3467526144, 4095750144, 0, 0, 0, 0, 129, 170, 4, 0.04, 3520307200, 4095750144, 0, 0, 0, 0, 127, 167, 4, 0.32, 3534163968, 4095750144, 0, 0, 0, 0, 129, 170, 6, 0.11, 7198806016, 8240128000, 1, 0.0, 7198806016, 8240128000, 287, 518, 8, 0.05, 15454826496, 16713510912, 1, 0.0, 4278190080, 4294967296, 225, 422
26, 4866.666666666666, 4, 0.18, 3539521536, 4156719104, 1, 0.0, 3539521536, 4156719104, 207, 278, 4, 0.64, 182603776, 439730176, 0, 0, 0, 0, 126, 136, 4, 0.14, 245170176, 439730176, 0, 0, 0, 0, 123, 131, 4, 0.03, 3465560064, 4095750144, 0, 0, 0, 0, 141, 324, 4, 0.04, 3540393984, 4095750144, 0, 0, 0, 0, 128, 168, 4, 0.44, 3487608832, 4095750144, 0, 0, 0, 0, 128, 168, 4, 0.03, 3519537152, 4095750144, 0, 0, 0, 0, 127, 167, 4, 0.3, 3555713024, 4095750144, 0, 0, 0, 0, 128, 168, 6, 0.16, 7218651136, 8240128000, 1, 0.0, 7218651136, 8240128000, 288, 519, 8, 0.04, 15438315520, 16713510912, 1, 0.0, 4278190080, 4294967296, 226, 424
3, 2066.6666666666665, 4, 0.17, 3539521536, 4156719104, 1, 0.0, 3539521536, 4156719104, 207, 278, 4, 0.64, 181735424, 439730176, 0, 0, 0, 0, 126, 136, 4, 0.13, 245170176, 439730176, 0, 0, 0, 0, 123, 131, 4, 0.03, 3465392128, 4095750144, 0, 0, 0, 0, 140, 321, 4, 0.03, 3540393984, 4095750144, 0, 0, 0, 0, 128, 168, 4, 0.41, 3494543360, 4095750144, 0, 0, 0, 0, 128, 168, 4, 0.02, 3519533056, 4095750144, 0, 0, 0, 0, 127, 167, 4, 0.3, 3555192832, 4095750144, 0, 0, 0, 0, 128, 168, 6, 0.15, 7216455680, 8240128000, 1, 0.0, 7216455680, 8240128000, 289, 521, 8, 0.04, 15422312448, 16713510912, 1, 0.0, 4278190080, 4294967296, 225, 422
10, 8250.0, 4, 0.16, 3539513344, 4156719104, 1, 0.0, 3539513344, 4156719104, 207, 278, 4, 0.75, 180981760, 439730176, 0, 0, 0, 0, 126, 136, 4, 0.13, 245170176, 439730176, 0, 0, 0, 0, 121, 129, 4, 0.11, 3451662336, 4095750144, 0, 0, 0, 0, 140, 321, 4, 0.03, 3540135936, 4095750144, 0, 0, 0, 0, 128, 168, 4, 0.37, 3494543360, 4095750144, 0, 0, 0, 0, 128, 168, 4, 0.02, 3519537152, 4095750144, 0, 0, 0, 0, 127, 167, 4, 0.27, 3555192832, 4095750144, 0, 0, 0, 0, 128, 168, 6, 0.14, 7218012160, 8240128000, 1, 0.0, 7218012160, 8240128000, 288, 519, 8, 0.04, 15415533568, 16713510912, 1, 0.0, 4278190080, 4294967296, 225, 422
10, 8250.0, 4, 0.16, 3540824064, 4156719104, 1, 0.0, 3540824064, 4156719104, 207, 275, 4, 1.61, 78700544, 439730176, 0, 0, 0, 0, 129, 141, 4, 0.08, 245227520, 439730176, 0, 0, 0, 0, 121, 129, 4, 0.3, 3432112128, 4095750144, 0, 0, 0, 0, 140, 321, 4, 0.02, 3540398080, 4095750144, 0, 0, 0, 0, 128, 168, 4, 0.4, 3474788352, 4095750144, 0, 0, 0, 0, 130, 171, 4, 0.01, 3505184768, 4095750144, 0, 0, 0, 0, 128, 169, 4, 0.18, 3555196928, 4095750144, 0, 0, 0, 0, 128, 168, 6, 0.16, 7217885184, 8240128000, 1, 0.0, 7217885184, 8240128000, 288, 519, 8, 0.02, 15424061440, 16713510912, 1, 0.0, 4278190080, 4294967296, 225, 422
5, 2827.777777777778, 4, 0.14, 3540828160, 4156719104, 1, 0.0, 3540828160, 4156719104, 207, 275, 4, 2.38, 37310464, 439730176, 0, 0, 0, 0, 130, 143, 4, 0.07, 245227520, 439730176, 0, 0, 0, 0, 121, 129, 4, 0.41, 3431337984, 4095750144, 0, 0, 0, 0, 140, 321, 4, 0.1, 3539107840, 4095750144, 0, 0, 0, 0, 129, 170, 4, 0.41, 3487449088, 4095750144, 0, 0, 0, 0, 129, 169, 4, 0.01, 3517329408, 4095750144, 0, 0, 0, 0, 127, 167, 4, 0.15, 3555196928, 4095750144, 0, 0, 0, 0, 128, 168, 6, 0.13, 7217885184, 8240128000, 1, 0.0, 7217885184, 8240128000, 288, 519, 8, 0.09, 15422570496, 16713510912, 1, 0.0, 4278190080, 4294967296, 226, 423
13, 12166.666666666668, 4, 0.14, 3540803584, 4156719104, 1, 0.0, 3540803584, 4156719104, 207, 276, 4, 2.59, 30785536, 439730176, 0, 0, 0, 0, 130, 143, 4, 0.12, 245170176, 439730176, 0, 0, 0, 0, 122, 130, 4, 0.11, 3460014080, 4095750144, 0, 0, 0, 0, 139, 319, 4, 0.03, 3540135936, 4095750144, 0, 0, 0, 0, 128, 168, 4, 0.34, 3494543360, 4095750144, 0, 0, 0, 0, 128, 168, 4, 0.02, 3519537152, 4095750144, 0, 0, 0, 0, 127, 167, 4, 0.25, 3555192832, 4095750144, 0, 0, 0, 0, 128, 168, 6, 0.13, 7218012160, 8240128000, 1, 0.0, 7218012160, 8240128000, 288, 519, 8, 0.03, 15411384320, 16713510912, 1, 0.0, 4278190080, 4294967296, 226, 423
6, 3208.333333333333, 4, 0.13, 3540828160, 4156719104, 1, 0.0, 3540828160, 4156719104, 207, 275, 4, 2.59, 34021376, 439730176, 0, 0, 0, 0, 130, 141, 4, 0.06, 245227520, 439730176, 0, 0, 0, 0, 121, 129, 4, 0.45, 3430563840, 4095750144, 0, 0, 0, 0, 140, 321, 4, 0.1, 3539738624, 4095750144, 0, 0, 0, 0, 128, 168, 4, 0.38, 3487449088, 4095750144, 0, 0, 0, 0, 129, 169, 4, 0.01, 3517329408, 4095750144, 0, 0, 0, 0, 127, 167, 4, 0.14, 3555196928, 4095750144, 0, 0, 0, 0, 128, 168, 6, 0.12, 7217885184, 8240128000, 1, 0.0, 7217885184, 8240128000, 288, 519, 8, 0.08, 15421456384, 16713510912, 1, 0.0, 4278190080, 4294967296, 226, 424
18, 18694.444444444445, 4, 0.0, 3577446400, 4156719104, 1, 0.0, 3577446400, 4156719104, 206, 274, 4, 2.7, 55103488, 439730176, 0, 0, 0, 0, 129, 141, 4, 0.06, 302682112, 439730176, 0, 0, 0, 0, 123, 131, 4, 0.07, 3465678848, 4095750144, 0, 0, 0, 0, 139, 319, 4, 0.08, 3541217280, 4095750144, 0, 0, 0, 0, 129, 172, 4, 0.0, 3505012736, 4095750144, 0, 0, 0, 0, 128, 168, 4, 0.06, 3520294912, 4095750144, 0, 0, 0, 0, 127, 168, 4, 0.15, 3535712256, 4095750144, 0, 0, 0, 0, 130, 171, 6, 0.06, 7238602752, 8240128000, 1, 0.0, 7238602752, 8240128000, 287, 518, 8, 0.09, 15457607680, 16713510912, 1, 0.0, 4278190080, 4294967296, 225, 422
17, 17388.88888888889, 4, 0.14, 3540824064, 4156719104, 1, 0.0, 3540824064, 4156719104, 207, 275, 4, 1.02, 142528512, 439730176, 0, 0, 0, 0, 126, 137, 4, 0.11, 245170176, 439730176, 0, 0, 0, 0, 123, 131, 4, 0.54, 3428732928, 4095750144, 0, 0, 0, 0, 140, 321, 4, 0.03, 3540135936, 4095750144, 0, 0, 0, 0, 128, 168, 4, 0.32, 3494543360, 4095750144, 0, 0, 0, 0, 128, 168, 4, 0.02, 3519537152, 4095750144, 0, 0, 0, 0, 127, 167, 4, 0.23, 3555192832, 4095750144, 0, 0, 0, 0, 128, 168, 6, 0.13, 7218012160, 8240128000, 1, 0.0, 7218012160, 8240128000, 288, 519, 8, 0.03, 15418159104, 16713510912, 1, 0.0, 4278190080, 4294967296, 225, 422
26, 4866.666666666666, 4, 0.12, 3508871168, 4156719104, 1, 0.0, 3508871168, 4156719104, 208, 277, 4, 2.7, 63782912, 439730176, 0, 0, 0, 0, 129, 141, 4, 0.06, 245276672, 439730176, 0, 0, 0, 0, 122, 130, 4, 0.5, 3429789696, 4095750144, 0, 0, 0, 0, 140, 321, 4, 0.09, 3539738624, 4095750144, 0, 0, 0, 0, 128, 168, 4, 0.38, 3487449088, 4095750144, 0, 0, 0, 0, 129, 169, 4, 0.01, 3517329408, 4095750144, 0, 0, 0, 0, 127, 167, 4, 0.13, 3555196928, 4095750144, 0, 0, 0, 0, 128, 168, 6, 0.12, 7217885184, 8240128000, 1, 0.0, 7217885184, 8240128000, 288, 519, 8, 0.16, 15422636032, 16713510912, 1, 0.0, 4278190080, 4294967296, 225, 422
13, 12166.666666666668, 4, 0.12, 3515031552, 4156719104, 1, 0.0, 3515031552, 4156719104, 207, 275, 4, 2.89, 52715520, 439730176, 0, 0, 0, 0, 128, 139, 4, 0.05, 245284864, 439730176, 0, 0, 0, 0, 122, 130, 4, 0.54, 3436109824, 4095750144, 0, 0, 0, 0, 139, 319, 4, 0.08, 3539738624, 4095750144, 0, 0, 0, 0, 128, 168, 4, 0.35, 3487416320, 4095750144, 0, 0, 0, 0, 129, 169, 4, 0.16, 3495800832, 4095750144, 0, 0, 0, 0, 128, 169, 4, 0.12, 3554938880, 4095750144, 0, 0, 0, 0, 128, 168, 6, 0.11, 7217885184, 8240128000, 1, 0.0, 7217885184, 8240128000, 288, 519, 8, 0.15, 15424892928, 16713510912, 1, 0.0, 4278190080, 4294967296, 225, 422
21, 2977.777777777778, 4, 0.09, 3496964096, 4156719104, 1, 0.0, 3496964096, 4156719104, 207, 275, 4, 2.99, 50823168, 439730176, 0, 0, 0, 0, 127, 138, 4, 0.36, 237346816, 439730176, 0, 0, 0, 0, 124, 133, 4, 0.45, 3466084352, 4095750144, 0, 0, 0, 0, 140, 320, 4, 0.06, 3539738624, 4095750144, 0, 0, 0, 0, 127, 167, 4, 0.27, 3487420416, 4095750144, 0, 0, 0, 0, 129, 169, 4, 0.15, 3516719104, 4095750144, 0, 0, 0, 0, 127, 167, 4, 0.26, 3555196928, 4095750144, 0, 0, 0, 0, 128, 168, 6, 0.09, 7202054144, 8240128000, 1, 0.0, 7202054144, 8240128000, 289, 524, 8, 0.2, 15420334080, 16713510912, 1, 0.0, 4278190080, 4294967296, 225, 422
28, 5622.222222222223, 4, 0.1, 3535286272, 4156719104, 1, 0.0, 3535286272, 4156719104, 208, 277, 4, 2.99, 52322304, 439730176, 0, 0, 0, 0, 127, 138, 4, 0.13, 238235648, 439730176, 0, 0, 0, 0, 124, 133, 4, 0.5, 3466092544, 4095750144, 0, 0, 0, 0, 139, 319, 4, 0.07, 3539480576, 4095750144, 0, 0, 0, 0, 128, 168, 4, 0.29, 3487420416, 4095750144, 0, 0, 0, 0, 129, 169, 4, 0.16, 3497975808, 4095750144, 0, 0, 0, 0, 128, 169, 4, 0.11, 3555196928, 4095750144, 0, 0, 0, 0, 128, 168, 6, 0.1, 7217901568, 8240128000, 1, 0.0, 7217901568, 8240128000, 287, 518, 8, 0.13, 15414771712, 16713510912, 1, 0.0, 4278190080, 4294967296, 225, 422
11, 9555.555555555555, 4, 0.11, 3559251968, 4156719104, 1, 0.0, 3559251968, 4156719104, 207, 275, 4, 2.9, 52957184, 439730176, 0, 0, 0, 0, 128, 139, 4, 0.41, 233156608, 439730176, 0, 0, 0, 0, 123, 132, 4, 0.5, 3466092544, 4095750144, 0, 0, 0, 0, 139, 319, 4, 0.07, 3539738624, 4095750144, 0, 0, 0, 0, 128, 168, 4, 0.32, 3487420416, 4095750144, 0, 0, 0, 0, 129, 169, 4, 0.09, 3499114496, 4095750144, 0, 0, 0, 0, 128, 169, 4, 0.11, 3554938880, 4095750144, 0, 0, 0, 0, 128, 168, 6, 0.1, 7217885184, 8240128000, 1, 0.0, 7217885184, 8240128000, 288, 519, 8, 0.13, 15417786368, 16713510912, 1, 0.0, 4278190080, 4294967296, 225, 422
28, 5622.222222222223, 4, 0.08, 3553456128, 4156719104, 1, 0.0, 3553456128, 4156719104, 207, 275, 4, 2.99, 49442816, 439730176, 0, 0, 0, 0, 127, 138, 4, 0.41, 245215232, 439730176, 0, 0, 0, 0, 122, 130, 4, 0.38, 3401818112, 4095750144, 0, 0, 0, 0, 141, 322, 4, 0.06, 3539746816, 4095750144, 0, 0, 0, 0, 127, 167, 4, 0.23, 3487420416, 4095750144, 0, 0, 0, 0, 129, 169, 4, 0.3, 3497656320, 4095750144, 0, 0, 0, 0, 128, 169, 4, 0.22, 3555454976, 4095750144, 0, 0, 0, 0, 128, 168, 6, 0.07, 7204065280, 8240128000, 1, 0.0, 7204065280, 8240128000, 288, 522, 8, 0.17, 15417139200, 16713510912, 1, 0.0, 4278190080, 4294967296, 225, 422
13, 12166.666666666668, 4, 0.08, 3553456128, 4156719104, 1, 0.0, 3553456128, 4156719104, 207, 275, 4, 2.99, 50200576, 439730176, 0, 0, 0, 0, 127, 138, 4, 0.36, 236584960, 439730176, 0, 0, 0, 0, 124, 132, 4, 0.42, 3466084352, 4095750144, 0, 0, 0, 0, 140, 320, 4, 0.06, 3539746816, 4095750144, 0, 0, 0, 0, 127, 167, 4, 0.25, 3487420416, 4095750144, 0, 0, 0, 0, 129, 169, 4, 0.41, 3494424576, 4095750144, 0, 0, 0, 0, 128, 169, 4, 0.24, 3555454976, 4095750144, 0, 0, 0, 0, 128, 168, 6, 0.08, 7204065280, 8240128000, 1, 0.0, 7204065280, 8240128000, 288, 522, 8, 0.19, 15416852480, 16713510912, 1, 0.0, 4278190080, 4294967296, 225, 422
26, 4866.666666666666, 4, 0.08, 3553456128, 4156719104, 1, 0.0, 3553456128, 4156719104, 207, 275, 4, 2.99, 46366720, 439730176, 0, 0, 0, 0, 127, 138, 4, 0.38, 245215232, 439730176, 0, 0, 0, 0, 122, 130, 4, 0.67, 3420430336, 4095750144, 0, 0, 0, 0, 140, 320, 4, 0.05, 3539755008, 4095750144, 0, 0, 0, 0, 126, 166, 4, 0.23, 3487420416, 4095750144, 0, 0, 0, 0, 129, 169, 4, 0.35, 3496099840, 4095750144, 0, 0, 0, 0, 128, 169, 4, 0.2, 3505610752, 4095750144, 0, 0, 0, 0, 129, 170, 6, 0.07, 7204466688, 8240128000, 1, 0.0, 7204466688, 8240128000, 288, 520, 8, 0.16, 15418343424, 16713510912, 1, 0.0, 4278190080, 4294967296, 226, 423
26, 4866.666666666666, 4, 0.07, 3553460224, 4156719104, 1, 0.0, 3553460224, 4156719104, 207, 275, 4, 2.99, 45735936, 439730176, 0, 0, 0, 0, 127, 138, 4, 0.35, 197709824, 439730176, 0, 0, 0, 0, 123, 132, 4, 0.62, 3465674752, 4095750144, 0, 0, 0, 0, 140, 320, 4, 0.05, 3539587072, 4095750144, 0, 0, 0, 0, 126, 166, 4, 0.21, 3487424512, 4095750144, 0, 0, 0, 0, 129, 169, 4, 0.41, 3516338176, 4095750144, 0, 0, 0, 0, 127, 167, 4, 0.18, 3555291136, 4095750144, 0, 0, 0, 0, 128, 168, 6, 0.07, 7204483072, 8240128000, 1, 0.0, 7204483072, 8240128000, 288, 519, 8, 0.14, 15411666944, 16713510912, 1, 0.0, 4278190080, 4294967296, 225, 422
11, 9555.555555555555, 4, 0.06, 3553460224, 4156719104, 1, 0.0, 3553460224, 4156719104, 207, 275, 4, 2.99, 44974080, 439730176, 0, 0, 0, 0, 127, 138, 4, 0.48, 219856896, 439730176, 0, 0, 0, 0, 123, 131, 4, 0.62, 3465674752, 4095750144, 0, 0, 0, 0, 140, 320, 4, 0.04, 3539755008, 4095750144, 0, 0, 0, 0, 126, 166, 4, 0.19, 3487424512, 4095750144, 0, 0, 0, 0, 129, 169, 4, 0.37, 3516694528, 4095750144, 0, 0, 0, 0, 127, 167, 4, 0.17, 3555323904, 4095750144, 0, 0, 0, 0, 128, 168, 6, 0.06, 7204483072, 8240128000, 1, 0.0, 7204483072, 8240128000, 288, 519, 8, 0.13, 15181078528, 16713510912, 1, 0.0, 4179623936, 4294967296, 226, 434
